#;Título;Cliente;Sistema;Criado em;Concluído;Autor;Descrição;Últimas notas
143751;[ITAÚ] [SAC] [INC17034708] - PAC's negativas no fundo VERTICEMM51961 (XZ), decorrente de bloqueio/desbloqueio, poderiam nos auxiliar ;Itaú;SAC;21/03/2025 13:55 h;24/03/2025 14:30 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22889389
SOLICITANTE CLIENTE:Itau
DATA DA SOLICITAÇÃO DO CLIENTE:10/03
TICKET EXTERNO:INC17034708
MÓDULO: Operações
TRANSAÇÃO: Renda fixa
TÍTULO DA TAREFA: PAC's negativas no fundo VERTICEMM51961 (XZ), decorrente de bloqueio/desbloqueio, poderiam nos auxiliar
DESCRIÇÃO DA SOLICITAÇÃO:**Pessoal, estamos com algumas PAC's negativas no fundo VERTICEMM51961 (XZ), decorrente de bloqueio/desbloqueio, poderiam nos auxiliar? Segue evidências em anexo";""
143749;[ITAÚ] [SAC] [INC17049349] -  Ao realizarmos a importação do movimento de passivo para o fundo  INTNOVUS67819 ;Itaú;SAC;21/03/2025 13:48 h;24/03/2025 12:40 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22762900
SOLICITANTE CLIENTE:Itau
DATA DA SOLICITAÇÃO DO CLIENTE:
TICKET EXTERNO:INC17049349
MÓDULO:
TRANSAÇÃO:
TÍTULO DA TAREFA: Ao realizarmos a importação do movimento de passivo para o fundo  INTNOVUS67819 o mesmo não é considerado. 
DESCRIÇÃO DA SOLICITAÇÃO:**Ao realizarmos a importação do movimento de passivo para o fundo  INTNOVUS67819 o mesmo não é considerado. Porém, tal movimento consta no arquivo de importação.
Anexo evidências.";Solução : O Sistema não importou o passivo pois o cadastro do clientes estava com períodos de validade erradas na aba Cotas/Cotas.
143745;[SANTANDER] [SAC] [TICKET 23021122/REDMINE 143745] - [4113] - ALTERAR DATA DE VENCIMENTO;Santander Custódia;SAC;21/03/2025 12:51 h;21/03/2025 16:05 h;Bruno Visconti Guidotte;"Favor alterar data de vencimento para 21-03-2025 da palmilha em anexo.


 
BASE CUSTODIA

CHAMADO - 4113

CUST4470
";""
143723;[ITAÚ] [SAC] [INC17276353] - Bug no cadastro e por isso o SAC só mostra os 4 campos existentes para FIDC;Itaú;SAC;21/03/2025 11:04 h;25/04/2025 15:11 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23017902
SOLICITANTE CLIENTE: Itaú
DATA DA SOLICITAÇÃO DO CLIENTE: 20/03/2025
TICKET EXTERNO:INC17276353
MÓDULO:Importação
TRANSAÇÃO: cadastro / ativo
TÍTULO DA TAREFA:Bug no cadastro e por isso o SAC só mostra os 4 campos existentes
DESCRIÇÃO DA SOLICITAÇÃO:**Area Cadastro de Ativos (Marcio Barros/Alexandre Jose Rua) - bug no cadastro e por isso o SAC só mostra os 4 campos existentes";"Após reunião e validação do usuario ele utilizara um relatorio de poisção de cliente externo;"
143717;[ITAÚ] [SAC] [INC17347355] -Precisamos da alteração do PU da chamada de capital do ativo 6PEVOYAG (módulo de outro);Itaú;SAC;21/03/2025 10:54 h;24/03/2025 13:32 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23018085
SOLICITANTE CLIENTE:Itaú
DATA DA SOLICITAÇÃO DO CLIENTE:20/03/2025
TICKET EXTERNO:INC17347355
MÓDULO: Operações/ cadastro
TRANSAÇÃO: Básico
TÍTULO DA TAREFA: Precisamos da alteração do PU da chamada de capital do ativo 6PEVOYAG (módulo de outro)
DESCRIÇÃO DA SOLICITAÇÃO:**(COTAS EXTERNAS / VERONICA MONTES)
Precisamos da alteração do PU da chamada de capital do ativo 6PEVOYAG (módulo de outros) no SAC LZ de 173,9769928 para 100,000 no período de 20/06/2024 a 30/01/2025. Solicitação devido S-232214";""
143715;[ITAÚ] [SAC] [INC17267715] - Operação de RF de Compromissada está sendo registradas no sac sem a informação da Contraparte;Itaú;SAC;21/03/2025 10:48 h;23/04/2025 19:01 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23018170
SOLICITANTE CLIENTE: Itaú
DATA DA SOLICITAÇÃO DO CLIENTE:20/03/2025
TICKET EXTERNO:INC17267715
MÓDULO:Operações / RF
TRANSAÇÃO:Operações
TÍTULO DA TAREFA: Operação de RF de Compromissada está sendo registradas no sac sem a informação da Contraparte
DESCRIÇÃO DA SOLICITAÇÃO:**Algumas  de operação de RF de Compromissada está sendo registradas no sac sem a informação da Contraparte, embora na boleta  (ON6 SELIC) e no Front, a informação está corretamente preenchido, com isso o sistema XML está sem essa informação, gerando questionamento e retrabalho para os clientes .";a correção do INC17488941 está disponível para homologação em: V:\SAC\Nova_Versão\5_2009_02 - VERSÃO ATUAL SAC\5_2009_02_PRODUÇÃO\@VERSAO 2025\SAC\@DESENVOLVIMENTO\BUILD_TESTE\BUILD_2025.09.S03_INC17488941
143712;[ITAÚ] [SAC] [INC17334134] - O Campo de Corretagem no modulo de RV está trazendo as informações zeradas ;Itaú;SAC;21/03/2025 10:43 h;24/03/2025 17:27 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23018249
SOLICITANTE CLIENTE: Itau
DATA DA SOLICITAÇÃO DO CLIENTE:20/03/2025
TICKET EXTERNO:INC17334134
MÓDULO: Operações / RV
TRANSAÇÃO:Mov
TÍTULO DA TAREFA:O Campo de Corretagem no modulo de RV está trazendo as informações zeradas
DESCRIÇÃO DA SOLICITAÇÃO:**O Campo de Corretagem no modulo de RV está trazendo as informações zeradas. foi necessário incluir manualmente todos os dias, os valores nos campos de Corretagem. Fiz alguns testes e verifiquei que só pode ser reprocessado o modulo de Cliente, se reprocessar o modulo de RV, volta a zerar . Dessa forma o processo normal pode ficar comprometido, pois esse modulo é reprocessado diariamente e caso houver algum retrabalho pode voltar a zerar .
Isso está ocorrendo para as carteiras da Fundação Banrisul no papel ALOS3 :
BANRISULRV
FBSSBS1RV
FBSSCV1RV
FBSSCV2RV
FBSSCV3RV";"
Efetuado debug da carteira, com acompanhamento da área usuária.
Identificado problema na cópia do custos de D-1 devido tratamento do campo de código do papel vinculado.
Ajustado o tratamento para consistir se código do papel vinculado é diferente de 'espaços em branco' além de diferente de nulo.

Gerada versão BUILD_ **2025.09.S2**
Z:\Versao_XZ_LZ\SAC\Nova_Versão\5_2009_02 - VERSÃO ATUAL SAC\5_2009_02_PRODUÇÃO\@VERSAO 2025\SAC\@DESENVOLVIMENTO\BUILD_25.09 - PRODUAO - 22-03\BUILD_2025.09.S2_INC17334134

"
143707;[BNY [SAC] [REDMINE 143707 ] [PROJETO TERMO] OP VT A PONTA PASSIVA  É DEMONSTRADA NO EST DE UMA NOVA VDA;BNY Mellon;SAC;21/03/2025 10:36 h;11/04/2025 12:25 h;Priscila Machado Teruel;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:NA
SOLICITANTE CLIENTE: LEILA
DATA DA SOLICITAÇÃO DO CLIENTE: 21/03/2025
TICKET EXTERNO:NA
MÓDULO: RENDA FIXA
TRANSAÇÃO:OPERAÇÕES / RENDA FIXA / MOVIMENTO
TÍTULO DA TAREFA:[BNY [SAC] [REDMINE  ] [PROJETO TERMO] OP VT A PONTA PASSIVA  É DEMONSTRADA NO EST DE UMA NOVA VDA
DESCRIÇÃO DA SOLICITAÇÃO:*OPERAÇÕES DE VENDA A TERMO COM A PONTA PASSIVA  É DEMONSTRADA NO ESTOQUE DE UMA NOVA VENDA*";"Item resolvido na versão ProjetoTermo\Marco_2025\Servidor\2025.03.08.04

F:\Dimensa\_ENTREGA DE BUILDS\SAC\Entrega Oficial\Versão Aceite\ProjetoTermo\Marco_2025\Servidor\2025.03.08.04

Att 

FILIPE COSTA."
143701;[ITAÚ] [SAC] [INC17347749] - Demora no tempo de importação do BVBG 028 ;Itaú;SAC;21/03/2025 10:22 h;28/05/2025 15:34 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23018313
SOLICITANTE CLIENTE: Itaú
DATA DA SOLICITAÇÃO DO CLIENTE:20/03/2025
TICKET EXTERNO:INC17347749
MÓDULO:Operações / cadastro
TRANSAÇÃO:Ativo
TÍTULO DA TAREFA :Demora no tempo de importação do BVBG 02
DESCRIÇÃO DA SOLICITAÇÃO:**CADASTRO DE ATIVOS / Matheus Canteras Assis : demora no tempo de importação do 028, hoje demora por volta de 2 horas pra finalizar a importação, que em tese deveria ser mais rápida pois é um arquivo em txt nao deveria levar tanto tempo";Será um desenvolvimento
143696;[SANTANDER] [MCA] [4110] WH/MCA - Conciliação SELIC - COMPROMISSADA - Data base: 20/03/2025 - CUST4515;Santander Custódia;SAC;21/03/2025 10:00 h;24/03/2025 16:25 h;Eduardo Jose dos Santos;"Tudo bem?

O MCA não está trazendo a posição da Clearing. Poderiam verificar o que está acontecendo, por gentileza?
";"Após a importação do arquivo com o custodiante respectivo da posição (90400888) a posição foi demonstrada corretamente. 
Salientamos que para a efetividade da carga da posição, a importação deve ser realizada com o respectivo custodiante da posição. No caso, como no arquivo consta posições dos custodiantes 90400888 e 62318407, para a completude das posições deve ser realizado duas importações para o arquivo, uma utilizando o cusdodiante 62318407 e outra utilizando o custodiante  90400888."
143670;[SANTANDER] [SAC] [TICKET 23015539/ REDMINE 143670] - WH/SAC - Alterar a data de vencimento para o empréstimo;Santander Custódia;SAC;21/03/2025 04:26 h;21/03/2025 04:44 h;Saulo Loureiro;"SOLICITACAO DE ATENDIMENTO DIMENSA

**TICKET ZENDESK: 23015539
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 21/03/2025
TICKET EXTERNO: 23015539
MÓDULO: RENDA VARIÁVEL
TRANSAÇÃO: OPERAÇÕES-RENDA VARIÁVEL-MOVIMENTO-EMPRESTIMOS DE ACAO
TÍTULO DA TAREFA: Alterar a data de vencimento para o empréstimo
DESCRIÇÃO DA SOLICITAÇÃO:
-- CUSTÓDIA  ( Usuário: Altair Fuza )
-- Alterar a data de vencimento para o empréstimo abaixo:
-- Carteira CUST4086  Papel ITUB4 - Id Movto: 5275637
-- Dt. Vencto. De: 24/03/25  Para: 30/04/25";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE ID_MOVIMENTO = 5275637
   AND CLCLI_CD = 'CUST4086'
   AND RVPAP_CD = 'ITUB4'
   AND DT_VENCIMENTO = '24-MAR-2025';
 
UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET DT_VENCIMENTO = '30-APR-2025'
 WHERE ID_MOVIMENTO = 5275637
   AND CLCLI_CD = 'CUST4086'
   AND RVPAP_CD = 'ITUB4'
   AND DT_VENCIMENTO = '24-MAR-2025';
 
 
-- dado atualizado com sucesso ! "
143668;[SANTANDER] [SAC] [TICKET 23015534/ REDMINE 143668] - WH/SAC - Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO;Santander Custódia;SAC;21/03/2025 04:19 h;21/03/2025 04:45 h;Saulo Loureiro;"SOLICITACAO DE ATENDIMENTO DIMENSA

**TICKET ZENDESK: 23015534
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 21/03/2025
TICKET EXTERNO: 23015534
MÓDULO: RENDA VARIÁVEL
TRANSAÇÃO: OPERAÇÕES-RENDA VARIÁVEL-MOVIMENTO-EMPRESTIMOS DE ACAO
TÍTULO DA TAREFA: Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO
DESCRIÇÃO DA SOLICITAÇÃO:
-- CUSTÓDIA  ( Usuário: Altair Fuza )
-- Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO da seguinte Operação:
-- ID MOVIMENTO: 5214656 (Empréstimo)  Carteira: CUST4470,  Papel : EMBR3";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE ID_MOVIMENTO = 5214656
   AND CLCLI_CD = 'CUST4470'
   AND RVPAP_CD = 'EMBR3'
   AND SG_MODALIDADE_CONTRATO  = 'E1';

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET SG_MODALIDADE_CONTRATO  = 'RE'
 WHERE ID_MOVIMENTO = 5214656
   AND CLCLI_CD = 'CUST4470'
   AND RVPAP_CD = 'EMBR3'
   AND SG_MODALIDADE_CONTRATO  = 'E1';

-- dado atualizado com sucesso ! "
143666;[SANTANDER] [SAC] [TICKET 23015530/ REDMINE 143666] - WH/SAC - Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação;Santander Custódia;SAC;21/03/2025 04:12 h;21/03/2025 04:47 h;Saulo Loureiro;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK: 23015530
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 21/03/2025
TICKET EXTERNO: 23015530
MÓDULO: RENDA VARIÁVEL
TRANSAÇÃO: OPERAÇÕES-RENDA VARIÁVEL-MOVIMENTO-EMPRESTIMOS DE ACAO
TÍTULO DA TAREFA: Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação
DESCRIÇÃO DA SOLICITAÇÃO:
-- CUSTÓDIA ( Usuário: Altair Fuza )
-- Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 20/03/25
-- Papel  BRKM5   De:   3.80  Para:   3.88";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE DT_MOVIMENTO = '20-MAR-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'BRKM5'
   AND VL_TX_REMUNERACAO = 3.80;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO =  3.88
 WHERE DT_MOVIMENTO = '20-MAR-2025'
   AND SG_OPERACAO = 'R'
   AND RVPAP_CD = 'BRKM5'
   AND VL_TX_REMUNERACAO = 3.80;
   
-- dados atualizados com sucesso !  "
143662;[ SANTANDER ] - SWIFT / WH - Zendesk 23015163 - Redmine 143662  - FALHA NA GERAÇÃO DE MT950 - TCES37319 - 12/03;Santander Custódia;SWIFT;20/03/2025 19:46 h;11/04/2025 16:44 h;Sebastiao Otunes Alves;"Estamos tentando gerar a MT950 do TCES37319 no dia 12/3 e temos algumas divergências:

Preciso que verifiquem e corrijam o envio dessa MT950 com urgência pois o cliente está desconciliado. 


1)	O saldo final gerado na MT950 não bate com o saldo do SAC (já reprocessei)
- saldo final MT 0,04
 

      -saldo final SAC 0,00
 

2)	A MT não esta sendo gerada por completo. Esta sendo gerado apenas 2 MTs950 . Da pagina 410/1 pula para pagina 410/3. 

:20:865034/250312
:25:2271190000345 / MACQUARIE FIXED INC
:28C:410/1
:60F:D250312BRL0,00
:61:250312D39270565,20FMSCNONREF
CASH TRANSFER TO FUTURES PORTFOLIO
:61:250312C0,07FMSCNONREF
Settlement Adjustment - Bonds
:61:250312D360563839,20FMSCNONREF
ISIN BRSTNCLTN7U7
:61:250312D396954196,00FMSCNONREF
ISIN BRSTNCLTN830
:61:250312D357885627,60FMSCNONREF
ISIN BRSTNCLTN7U7
:61:250312D360563839,20FMSCNONREF
BR
:61:250312D396954196,00FMSCNONREF
BR
:61:250312C360563839,20FMSCNONREF
BR
:61:250312C396954196,00FMSCNONREF
BR
:61:250312C11313194,58FMSCNONREF
BR
:61:250312C17664461,72FMSCNONREF
BR
:61:250312C19450755,60FMSCNONREF
BR
:61:250312C30664711,64FMSCNONREF
BR
:61:250312C60833230,53FMSCNONREF
BR
:61:250312C32252528,42FMSCNONREF
BR
:61:250312C54581201,95FMSCNONREF
BR
:61:250312C20443141,09FMSCNONREF
BR
:61:250312C22824866,27FMSCNONREF
BR
:61:250312C13694919,76FMSCNONREF
BR
:61:250312C30267757,44FMSCNONREF
BR
:62M:D250312BRL840683458,93





:20:865036/250312
:25:2271190000345 / MACQUARIE FIXED INC
:28C:410/3
:60M:D250312BRL1070616652,01
:61:250312C60833230,54FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C32252528,43FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C54581201,95FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C20443141,09FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C22824866,27FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C13694919,76FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C30267757,45FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C59543129,40FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C42098556,43FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C23420297,56FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C11914685,78FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C22439324,89FMSCNONREF
ISIN BRSTNCLTN830
:61:250312C360563839,20FMSCNONREF
ISIN BRSTNCLTN7U7
:61:250312C315739173,30FMSCNONREF
ISIN BRSTNCLTN830
:62F:C250312BRL0,04

Atenciosamente, 

";Encerramento realizado devido ao item já se encontrar finalizado no Zendesk.
143655;Fontes - SAC - executável;Dimensa;SAC;20/03/2025 18:43 h;24/03/2025 19:52 h;Filipe Costa;"Favor enviar o executável do SAC 

Pacote Dezembro CLI 2024.12.22.175 e SRV 2024.12.24.175";""
143639;[BNP] [SAC] [TICKET 23012437/BP2SITBR-1500/CZBR2SITADM-1322] - PAGAMENTO DE JUROS NÃO IMPACTADO NO CAIXA - CMIG4 - PRB0088351;BNP;SAC;20/03/2025 17:31 h;11/04/2025 15:58 h;Virginia Di Giaimo Dornelles;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23012437
SOLICITANTE CLIENTE: Beatriz Cavalcante/Caroline Rodrigues
DATA DA SOLICITAÇÃO DO CLIENTE:20/03/2025
TICKET EXTERNO:CZBR2SITADM-1322
MÓDULO:SAC
TRANSAÇÃO:PROVENTOS FINANCEIROS
TÍTULO DA TAREFA:PAGAMENTO DE JUROS NÃO IMPACTADO NO CAIXA - CMIG4 - PRB0088351
DESCRIÇÃO DA SOLICITAÇÃO:**

CLIENTE ENTENDE QUE FOI ERRO OPERACIONAL, PORÉM GOSTARIA DE VERIFICAR A POSSIBILIDADE DE FAZER ALGUM AVISO, OU TRAVA PARA QUE O USUÁRIO NÃO DELETE O EVENTO, APENAS FAÇA A ALTERAÇÃO DE DATA CONFORME FOI ORIENTADO ANTERIORMENTE.";Encerramento realizado devido ao item já se encontrar finalizado no Zendesk.
143627;[INTER] [JCOT] [TICKET 23013115] [REDMINE 143627] - Erro Processamento Fundo - Diferença qntd de cotas;Banco Inter;JCOT;20/03/2025 16:40 h;21/03/2025 17:50 h;Carolina Novais Pereira;"Cliente entrou em contato nos posicionado que necessitou reprocessar um fundo em produção, porem ao colocar o fundo na data, em 29/11/2024 esta apresentando a msg abaixo:

![](clipboard-202503201639-m9szl.png)
";""
143624;[SANTANDER] [SAC] [TICKET 23012985/REDMINE 143624] - [4109] - ALTERAR CORRETORA PL;Santander Custódia;SAC;20/03/2025 16:32 h;20/03/2025 19:19 h;Bruno Visconti Guidotte;"
BASE CUSTODIA
 
 
CHAMADO - 4109
 
Favor altera o campo CORRETOR PL, só as posições de BTC  D-1.
Fazer com data de 19-03-2025
 
 CUST4468

DE - AGORA
PARA - XP INVEST

";""
143588;[INTER] [JCOT] [TICKET 23006926] [REDMINE 143588] - Divergência Cadastral Cliente x Cotista ;Banco Inter;JCOT;20/03/2025 14:19 h;20/03/2025 17:55 h;Carolina Novais Pereira;Cliente entrou em contato posicionando que verificou uma divergência nos cadastro de alguns cotistas, em que há cadastro do cotista, mas não há esse cotista cadastrado como um cliente. ;"Para ajustar os cadastros de clientes que estão com os nomes abreviados nulos, segue script.

Favor validar em homologação antes de executar no ambiente oficial."
143585;[BANRISUL ASSET] [SAC] [143585/23009956] - ID 22866 - EFD-REINF - Custódia Qualificada;Banrisul Asset;SAC;20/03/2025 14:12 h;08/04/2025 14:58 h;Nilton Marcelo Silveira;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:
SOLICITANTE CLIENTE:BANRISUL ASSET
DATA DA SOLICITAÇÃO DO CLIENTE:10/03/2025
TICKET EXTERNO: 8209443
MÓDULO:SAC
TRANSAÇÃO: Tabelas > Exportações > Informações Legais > Receita > EFD-REINF
TÍTULO DA TAREFA:ID 22866 - EFD-REINF - Custódia Qualificada
DESCRIÇÃO DA SOLICITAÇÃO:**

Com base nos testes realizados acerca da Build 227 do SAC identificamos que:
1) Campos de data de ambos arquivos faltando zero à esquerda: erro não corrigido.

Zendesk relacionados
19535984
20563789
22707036: Entrega das Builds: 227 (Cliente) e 166 (Servidor) - Ajuste no ID22866
";""
143584;[SANTANDER] [SAC] [TICKET 23009593/REDMINE 143584] - [4108] - ALTERAR DATA VENCIMENTO ;Santander Custódia;SAC;20/03/2025 14:01 h;21/03/2025 10:46 h;Bruno Visconti Guidotte;"Favor alterar data de vencimento para 19-03-2025 da palmilha em anexo.
 
 
 
BASE CUSTODIA
 
CHAMADO - 4108";Ajuste executado conforme solicitação
143540;[BNP] [SAC] [TICKET 22866346/CZBR2SITADM-1301] - Perfil Mensal - Teste CVM 175 - Cotistas duplicados;BNP;SAC;20/03/2025 10:17 h;11/04/2025 15:57 h;Virginia Di Giaimo Dornelles;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:22866346
SOLICITANTE CLIENTE: Andre Sarilho
DATA DA SOLICITAÇÃO DO CLIENTE:07/03/2025
TICKET EXTERNO:CZBR2SITADM-1301
MÓDULO:SAC
TRANSAÇÃO:EXPORTAÇÃO/ PERFIL MENSAL
TÍTULO DA TAREFA:Teste CVM 175 - Cotistas duplicados
DESCRIÇÃO DA SOLICITAÇÃO:**

Boa tarde Virginia, tudo bem?
 
Sobre o teste do Perfil mensal foram gerados dois tipos um como Monoclasse e outro Classe com subclasse.
 
Porém foram observados alguns pontos:
 
Ponto1 Monoclasse: O Perfil mensal foi gerado com a versão 3.0 (CVM 555). Não deveria ter gerado com a versão 4.0 (CVM 175)?
 
Ponto 2 Classe com Subclasse: O Perfil mensal foi gerado com a versão 4.0(CVM 175) mas, está duplicando os cotistas em comum das subclasses.
Anexo as evidências para clarificar melhor os pontos e estou à disposição para eventuais dúvidas,
 
Att,";Encerramento realizado devido ao item já se encontrar finalizado no Zendesk.
143522;[ITAÚ] [SAC] [INC17338053] - Fundo INTRAGITAU836 da erro 35 ao tentar processar clientes de 18/03 (PLANTÂO);Itaú;SAC;20/03/2025 09:47 h;24/03/2025 13:22 h;Cibele Gemita Fuentes Lopes ;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:23004495
SOLICITANTE CLIENTE:ITAU
DATA DA SOLICITAÇÃO DO CLIENTE:19/03/2025
TICKET EXTERNO:INC17338053
MÓDULO:PROCESSAMENTO / CLIENTE
TRANSAÇÃO:CLIENTE
TÍTULO DA TAREFA: Fundo INTRAGITAU836 da erro 35 ao tentar processar clientes de 18/03 (PLANTÂO)

DESCRIÇÃO DA SOLICITAÇÃO:**Fundo INTRAGITAU836 da erro 35 ao tentar processar clientes de 18/03, fechamento, no SAC.
Foi migrado para o JCOT em 19/03 (não sabemos se tem relação).";""
143508;"[SANTANDER] [SAC] [TICKET 23002392 / REDMINE 143508] - YS/SAC - Crítica no processamento de RV.  ""... Não existe conta default para a data de processamento""";Santander Asset;SAC;20/03/2025 03:38 h;20/03/2025 03:41 h;Saulo Loureiro;"SOLICITACAO DE ATENDIMENTO DIMENSA

**TICKET ZENDESK: 23002392
SOLICITANTE CLIENTE: SANTANDER
DATA DA SOLICITAÇÃO DO CLIENTE: 20/03/2025
TICKET EXTERNO: 23002392
MÓDULO: RENDA VARIÁVEL
TRANSAÇÃO: PROCESSAMENTO/ PROCESSAMENTO GERAL
TÍTULO DA TAREFA: Crítica no processamento de RV.  ""... Não existe conta default para a data de processamento""
DESCRIÇÃO DA SOLICITAÇÃO:
Usuário: Antônio Eduardo.
Problema: Crítica no processamento de RV. 
""... Não existe conta default para a data de processamento""
Ver telas.";""
